,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft
4124,8746,7866,7862,407,Koons Automotive,65,Other,Other,,"Rogahn, Corkery and Waters",53:23.1,53:25.0,2,5,FALSE,TRUE,13,798,3698,0.08,,13,2581644,14761.90476,13,1142,1143,392,1740,96044792,369.104502,26712,27,28,21058.04288,26114.36704,,60952.70132,2.72,42.84365823,15610 Jefferson Davis Hwy.,Woodbridge,VA,22191,38.613014,-77.29005,348865.128,85639.592,263225.536,
4125,8747,7848,7844,581,Heritage Valley Beaver Hospital,,,,2239,"Harvey, Kozey and Schuster",59:55.9,59:57.4,2,5,TRUE,TRUE,7,391,4380,0.1,,7,509677,13956.52174,7,86,86,158,654,54338280,119.8630137,12406,11,11,15378.18,21070.89666,503.71,51474.09238,2.38,40.93495521,1000 Dutch Ridge Rd,Beaver,PA,15009,40.711975,-80.32226,222074.76,68292.96,153781.8,
4126,8750,8010,8006,731,Brookings Fire Dept.    22 Ave. Station and East Station,,,,,Hayes LLC,58:28.2,58:31.4,2,5,FALSE,TRUE,8,120,4380,0.06,,8,97632,13300,8,571,571,155,607,23516220,218.0365297,5369,19,19,1999.3824,1999.3824,,9446.333333,4.42,21.16569815,,,,,,,60124.26,26801.22,33323.04,
4127,8751,7857,7853,416,Excalibur Collision,,,,2249,Hermiston Group,57:12.7,57:15.8,2,5,FALSE,TRUE,5,30,3200,0.11,,5,30330,10000,5,355,944,391,390,25737600,243.75,8043,10,22,6701.024,7705.824,,21367.14286,2.68,36.06389517,9935 East Washington Street,Chagrin Falls,OH,44023,41.3899,-81.286385,86656,25737.6,60918.4,
4128,8753,7880,7876,416,Fowler Fire Dept,,,,2249,Hermiston Group,03:21.3,03:30.6,2,5,FALSE,TRUE,2,90,4000,0.1378,,2,59640,11444.44444,2,26,26,16,79.2,831200,37.5,207.8,6,6,24481.548,25237.548,,37822.64286,1.48,66.72602995,3386 Youngstown Kingsville Rd,Cortland,OH,44410,41.309853,-80.6555,242080,64420,177660,
4129,8766,7861,7857,370,2401 E Newnan BLVD,,,,2251,"Zulauf, Jones and Schowalter",13:17.9,13:19.4,2,5,FALSE,TRUE,1,1,4380,0.0927,,1,288,10000,1,18,18,18,65,5124600,11.41552511,1170,1,1,1629.788364,2733.548364,,6860.588079,2.44,39.84422811,,,,,,,22705.92,5124.6,17581.32,
4130,8768,7868,7864,447,Fresh Del Monte,,,,,"Connelly, Bins and Walter",03:09.8,03:11.2,2,5,FALSE,TRUE,4,18,8760,0.08,,4,12168,20000,4,147,147,147,274,124356960,33.10502283,14196,4,4,7974.4032,7974.4032,,28113.54249,3.36,28.36498888,,,,,,,224037,124356.96,99680.04,
4131,8770,7872,7868,552,1669 E Broadway,,,,,"Reynolds, Pfeffer and Gottlieb",25:04.9,25:09.3,2,5,FALSE,TRUE,15,4680,4713.333333,0.0958,,15,4169880,21033.33333,15,38121,75979,13374,5366.2,1056888376,4634.474886,193622,409,775,23781.67212,26682.01692,,56243.64,2.13,47.44006063,,,,,,,475287.68,227044.756,248242.924,
4132,8770,8035,8031,552,1669 E Broadway,,,,,"Reynolds, Pfeffer and Gottlieb",25:00.4,25:04.7,2,5,FALSE,TRUE,15,4680,4713.333333,0.0958,,15,4169880,21033.33333,15,38596,38656,6927,8023,802204560,4543.150685,144718,415,425,29648.76646,32549.11126,,91647.2,2.8,35.51566361,,,,,,,475287.68,165801.6,309486.08,
4133,8770,8705,8701,552,1669 E Broadway,,,,,"Reynolds, Pfeffer and Gottlieb",52:25.0,53:11.9,2,5,FALSE,TRUE,14,4680,4713.333333,0.0958,,14,3891888,21033.33333,14,4085,4145,1732,2813,177800580,1819.863014,29745,183,193,26268.85624,29083.79104,28625,56685.7,1.98,51.30710399,,,,,,,424746.86,150541.68,274205.18,
4134,8772,7883,7879,731,Premier Properties-GenPro Audit,,,,,Hayes LLC,35:39.6,35:58.9,2,5,FALSE,TRUE,13,2628,3354,0.1,,13,2651506,12555.55556,13,3463,3477,333,4844.8,26215176,3562.881563,10765.4,127,135,3167.7984,3167.7984,,20235.49561,5.82,15.6546618,2700 W Main St,Rapid City,SD,57701,44.08245,-103.26414,49843.56,18165.576,31677.984,
4135,8772,8166,8162,731,Premier Properties-GenPro Audit,,,,,Hayes LLC,35:16.9,35:39.4,2,5,FALSE,TRUE,15,2628,3354,0.1,,15,3059430,12555.55556,15,3437,3451,318,4004.8,22775376,4272.283272,9295.4,124,132,3406.4784,3406.4784,,26531.68041,6.94,12.83928627,2700 W Main St,Rapid City,SD,57701,44.08245,-103.26414,49843.56,15778.776,34064.784,
4136,8773,7874,7870,251,TVT -Upper Parking Lot,,,,,"Frami, Lowe and Mertz",07:06.5,07:09.6,2,5,FALSE,TRUE,2,16,,,,2,7568,15000,2,14,14,14,150,0,0,600,2,2,0,0,,31764.366,,0,,,,,,,0,0,0,
4137,8774,7875,7871,318,Idabel Public Schools UV Treatment,54,Schools (Jr./Sr. High),Education,2251,Abernathy Inc,44:45.0,44:45.6,2,5,FALSE,TRUE,1,4,,,,1,0,50000,1,1,1,1,0,0,0,0,1,1,0,186126,173280,43320,,429.6537396,,,,,,,0,0,0,
4138,8775,7929,7925,486,Kerr Elementary,,,,2239,Wuckert LLC,23:29.6,23:50.8,2,5,FALSE,TRUE,9,1785,,,,9,1013040,14352.94118,9,44826,174632,7841,5049.4,0,0,116798.2,355,1085,0,0,,48452.8725,,0,112 Kimbrough Road,Clinton,NC,28328,35.0144,-78.31993,0,0,0,
4139,8775,8105,8101,486,Kerr Elementary,,,,2239,Wuckert LLC,46:57.3,47:18.4,2,5,FALSE,TRUE,9,1785,,,,9,1013040,14352.94118,9,44826,174632,7841,5049.4,0,0,116798.2,355,1085,0,0,,39555.8725,,0,112 Kimbrough Road,Clinton,NC,28328,35.0144,-78.31993,0,0,0,
4140,8776,7930,7926,486,Sunset Avenue Elementary,,,,2239,Wuckert LLC,22:52.1,23:28.4,2,5,FALSE,TRUE,11,3825,,,,11,2517768,18520,11,83534,229170,7278,8766,0,0,99670,648,1314,0,0,,80783.675,,0,505 Sunset Avenue,Clinton,NC,28328,34.99567,-78.33265,0,0,0,
4141,8776,8107,8103,486,Sunset Avenue Elementary,,,,2239,Wuckert LLC,52:06.3,52:40.3,2,5,FALSE,TRUE,11,3825,,,,11,2517768,18520,11,83534,229170,7278,8766,0,0,99670,648,1314,0,0,,53643.155,,0,505 Sunset Avenue,Clinton,NC,28328,34.99567,-78.33265,0,0,0,
4142,8777,7877,7873,251,TVT -Lower Parking Lot,,,,,"Frami, Lowe and Mertz",09:48.3,09:49.8,2,5,FALSE,TRUE,2,36,3942,,,2,16816,24444.44444,2,0,0,,,,,,2,2,0,0,,3190,,0,5200 Bonita Canyon Dr,Irvine,CA,92603,33.632996,-117.83013,0,0,0,
4143,8777,8250,8246,251,TVT -Lower Parking Lot,,,,,"Frami, Lowe and Mertz",15:17.0,15:18.3,2,5,FALSE,TRUE,1,36,3942,,,1,8408,24444.44444,1,0,0,18,120,9460800,11.41552511,2160,1,1,0,0,,9370.397,,0,5200 Bonita Canyon Dr,Irvine,CA,92603,33.632996,-117.83013,16556.4,9460.8,7095.6,
4144,8781,7882,7878,775,Mequon - multi parking lots,43,Parking Lots,Services,,"Cummerata, Stokes and Brown",21:36.8,21:44.6,2,5,FALSE,TRUE,5,24,3640,0.137,,5,20000,10000,5,243,243,127,441,13890240,192.3076923,3816,14,14,4935.43596,4935.43596,,12869.98,2.53,38.34843535,11270 - 11300 N. Port Washington Rd,Mequon,WI,53092,43.228317,-87.92391,45591,9565.92,36025.08,
4145,8783,7897,7893,568,22630 Davis Dr,,,,2254,"Monahan, Roberts and Harvey",34:51.8,34:56.5,2,5,FALSE,TRUE,11,1573,3744,0.14,,11,1521333,14846.15385,11,53296,53296,925,4549,112342464,1869.65812,30006,140,140,19874.05056,19874.05056,,67733.0084,3.26,29.34175084,22630 Davis Drive,Sterling,VA,20166,38.991898,-77.41588,304679.232,162721.728,141957.504,
4146,8783,7898,7894,568,22630 Davis Dr,,,,2254,"Monahan, Roberts and Harvey",03:51.8,03:59.2,2,5,FALSE,TRUE,1,1573,3744,0.14,,1,138303,14846.15385,1,29,29,29,150,16286400,13.35470085,4350,1,1,4773.00096,4773.00096,,4494.478,0.94,106.1970035,22630 Davis Drive,Sterling,VA,20166,38.991898,-77.41588,304679.232,270586.368,34092.864,
4147,8784,7926,7922,486,Administration Building,,,,2239,Wuckert LLC,05:48.7,05:58.3,2,5,FALSE,TRUE,11,520,,,,11,565400,14923.07692,11,2677,10512,404,1035,0,0,6517.8,52,159,0,0,,10235.5,,0,300 Westover Road,Clinton,NC,28328,34.99073,-78.3352,0,0,0,
4148,8784,8102,8098,486,Administration Building,,,,2239,Wuckert LLC,42:25.1,42:26.6,2,5,FALSE,TRUE,11,520,,,,11,565400,14923.07692,11,2677,10512,404,1035,0,0,6517.8,52,159,0,0,,9320.5,,0,300 Westover Road,Clinton,NC,28328,34.99073,-78.3352,0,0,0,
4149,8785,7927,7923,486,College St 606,,,,2239,Wuckert LLC,02:31.3,02:41.3,2,5,FALSE,TRUE,10,336,,,,10,195360,17357.14286,10,1330,3951,815,685,0,0,12207,47,117,0,0,,11415.1,,0,606 College Street,Clinton,NC,28328,34.99995,-78.319725,0,0,0,
4150,8785,8104,8100,486,College St 606,,,,2239,Wuckert LLC,45:45.7,45:53.2,2,5,FALSE,TRUE,10,336,,,,10,195360,17357.14286,10,1330,3951,815,685,0,0,12207,47,117,0,0,,8423.66,,0,606 College Street,Clinton,NC,28328,34.99995,-78.319725,0,0,0,
4151,8786,7922,7918,486,Sampson Middle school,,,,2239,Wuckert LLC,13:50.7,14:25.7,2,5,FALSE,TRUE,12,4300,,,,12,5721408,18080,12,167209,344305,20594,15254,0,0,307763,1042,2236,0,0,,83770.235,,0,1201 W Elizabeth Street,Clinton,NC,28328,34.97292,-78.33371,0,0,0,
4152,8786,8106,8102,486,Sampson Middle school,,,,2239,Wuckert LLC,49:13.6,49:37.4,2,5,FALSE,TRUE,12,4300,,,,12,5721408,18080,12,167209,344305,20594,15254,0,0,307763,1042,2236,0,0,,68295.695,,0,1201 W Elizabeth Street,Clinton,NC,28328,34.97292,-78.33371,0,0,0,
4153,8787,7884,7880,318,Edmond Public Schools Santa Fe Athletics,,,,2251,Abernathy Inc,48:09.4,48:11.9,2,5,FALSE,TRUE,2,48,3500,0.098,,2,9696,7333.333333,2,0,0,,,,,,2,2,0,0,,0,,,,,,,,,0,0,0,
4154,8788,7885,7881,552,Richmond Curling Centre,,,,,"Reynolds, Pfeffer and Gottlieb",51:49.8,54:27.7,2,5,FALSE,TRUE,11,1632,5246.666667,0.0958,,11,1924032,15647.05882,11,3472,6046,1359,2417.7,62978760,2970.846505,24042.6,162,294,7308.892392,9775.970725,,40707,4.05,24.01545367,,,,,,,105811.04,29517.8,76293.24,
4155,8788,8408,8404,552,Richmond Curling Centre,,,,,"Reynolds, Pfeffer and Gottlieb",39:22.6,39:24.2,2,5,FALSE,TRUE,11,1632,5246.666667,0.0958,,11,1924032,15647.05882,11,3472,6046,1359,2467.7,69998760,2970.846505,26742.6,162,294,6636.376392,9103.454725,,40707,4.33,22.36336435,,,,,,,105811.04,36537.8,69273.24,
4156,8791,7886,7882,731,Valley sports bar,,,,,Hayes LLC,47:40.8,47:44.1,2,5,FALSE,TRUE,6,49,5772,0.1,,6,16464,9142.857143,6,64,64,52,185,7474740,48.51004851,1295,7,7,1376.622,1376.622,,2275.853417,1.63,60.48816633,1865 South Valley Drive,Rapid City,SD,57701,44.067883,-103.171906,21240.96,7474.74,13766.22,
4157,8800,7915,7911,486,Clinton High School,,,,2239,Wuckert LLC,27:44.6,27:49.1,2,5,FALSE,TRUE,20,17862,4380,0.09,,20,82540760,15435.89744,20,134783,367503,19025,18705.8,746682078,25319.90571,305274.8,1191,2688,28825.41168,28825.41168,,176621.31,5.6,16.32046081,340 Indian Town Road,Clinton,NC,28328,34.970173,-78.32965,572108.58,251826.228,320282.352,
4158,8800,8101,8097,486,Clinton High School,,,,2239,Wuckert LLC,59:28.3,59:33.7,2,5,FALSE,TRUE,20,17862,4380,0.09,,20,82540760,15435.89744,20,134783,367503,19025,18705.8,746682078,25319.90571,305274.8,1191,2688,28825.41168,28825.41168,,146656.81,4.73,19.65501069,340 Indian Town Road,Clinton,NC,28328,34.970173,-78.32965,572108.58,251826.228,320282.352,
4159,8806,8013,8009,731,910 5th st,,,,,Hayes LLC,19:45.9,20:08.5,2,5,FALSE,TRUE,10,2112,52,0.1,,10,2152320,10090.90909,10,10556,10556,235,2729.8,17393116,3720.581502,8391.2,72,72,2540.8916,2540.8916,,16686.60977,6.18,15.22712903,,,,,,,42802.032,17393.116,25408.916,
4160,8806,8017,8013,731,910 5th st,,,,,Hayes LLC,19:19.6,19:45.5,2,5,FALSE,TRUE,10,2112,52,0.1,,10,2152320,10090.90909,10,10556,10556,235,2527.8,15918552,6126.945971,7598.2,72,72,2704.0728,2704.0728,,31277.03633,9.75,8.645553152,,,,,,,42802.032,15761.304,27040.728,
4161,8826,8160,8156,663,Black River Medical Center,24,Hospitals / Health Care,Health care - Inpatient,,Leffler-Parisian,48:16.5,48:29.4,2,5,FALSE,TRUE,31,119925,3959.846154,0.08,,31,333230625,14024.39024,31,60523,177740,4164,3327.5,135767138,9295.138981,46113.5,345,805,18467.72976,18467.72976,13795,71982.23242,3.7,25.65595584,,,,,,,496597.07,265750.448,230846.622,
4162,8826,8197,8193,663,Black River Medical Center,24,Hospitals / Health Care,Health care - Inpatient,,Leffler-Parisian,39:17.3,41:04.9,2,5,FALSE,TRUE,32,119925,3959.846154,0.08,,32,343980000,14024.39024,32,1780,0,,,,,,32,53,1.07E-13,1.07E-13,,0,,inf,,,,,,,496597.07,496597.07,0,
4163,8826,8200,8196,663,Black River Medical Center,24,Hospitals / Health Care,Health care - Inpatient,,Leffler-Parisian,10:59.7,13:07.1,2,5,FALSE,TRUE,4,119925,3959.846154,0.08,,4,42997500,14024.39024,4,105,105,105,321,36656220,51.36986301,8369,4,4,7208.0784,7208.0784,5406,27850.25,3.67,25.88155726,,,,,,,496597.07,406496.09,90100.98,
4164,8826,8201,8197,663,Black River Medical Center,24,Hospitals / Health Care,Health care - Inpatient,,Leffler-Parisian,16:55.7,17:41.0,2,5,FALSE,TRUE,32,119925,3959.846154,0.08,,32,343980000,14024.39024,32,60538,61447,1934,6482.5,114012258,9535.203084,38624.5,346,410,20232.42016,20232.42016,15250,183192.0549,8.13,11.04437644,,,,,,,496597.07,243691.818,252905.252,
4165,8826,8204,8200,663,Black River Medical Center,24,Hospitals / Health Care,Health care - Inpatient,,Leffler-Parisian,14:05.1,15:15.6,2,5,FALSE,TRUE,32,119925,3959.846154,0.08,,32,343980000,14024.39024,32,60538,61447,1934,8210.5,142728070,9535.203084,48520.5,346,410,17935.1552,17935.1552,13471,126241.461,6.39,14.20702443,,,,,,,496597.07,272407.63,224189.44,
4166,8826,8480,8476,663,Black River Medical Center,24,Hospitals / Health Care,Health care - Inpatient,,Leffler-Parisian,15:31.4,15:38.1,2,5,FALSE,TRUE,3,119925,3959.846154,0.08,,3,32248125,14024.39024,3,54559,54559,2110,15181,236543150,7929.52652,78118,392,392,10565.15208,10565.15208,,27792.3125,2.55,38.01465632,,,,,,,496597.07,364532.669,132064.401,
4167,8828,7911,7907,844,Rockhound Landscape Supply,41,Office/Retail,Offices (Non-medical),,"Homenick, Moen and Mante",19:14.3,19:22.2,2,5,FALSE,TRUE,8,270,3227,0.069,0.069,8,603360,10222.22222,8,19,19,24,466,6978432,84.19083255,1632,8,8,877.460856,877.460856,2310,730.00608,0.83,120.1991161,2591 N. Hwy. 41,Post Falls,ID,83854,47.731815,-116.89528,16488.256,3771.432,12716.824,
4168,8828,7914,7910,844,Rockhound Landscape Supply,41,Office/Retail,Offices (Non-medical),,"Homenick, Moen and Mante",24:18.0,24:21.5,2,5,FALSE,TRUE,8,270,3227,0.069,0.069,8,603360,10222.22222,8,24,24,24,523,5580474,96.55708224,1689,8,8,1437.139038,1537.139038,2310,992.3927932,0.65,154.8922008,2591 N. Hwy. 41,Post Falls,ID,83854,47.731815,-116.89528,26408.576,5580.474,20828.102,
4169,8830,7920,7916,568,Merritt Properties 6085 Marshalee Dr,40,Office (General Office Types),Offices (Non-medical),2254,"Monahan, Roberts and Harvey",03:18.7,03:35.8,2,5,FALSE,TRUE,9,583,3744,0.14,,9,316251,14818.18182,9,5027,5027,300,1821,29959488,761.2179487,8002,57,57,6457.12704,6457.12704,,20552.716,3.06,31.41739048,6085 Marshalee Drive,Elkridge,MD,21075,39.206573,-76.774605,79002.144,32879.808,46122.336,
4170,8834,7969,7965,407,West Broad Hyundai,7,College - Classes/Administrative,Education,,"Rogahn, Corkery and Waters",15:48.9,15:50.9,2,5,FALSE,TRUE,10,600,4380,0.1,,10,1059600,15466.66667,10,1143,1143,497,2180,82599936,657.9672493,26736,40,40,14110.1612,18304.29872,,94994.81712,4.84,19.2687341,8903 W Broad St,Richmond,VA,23294,37.634068,-77.54632,238851.568,97749.956,141101.612,
4171,8834,7980,7976,407,West Broad Hyundai,7,College - Classes/Administrative,Education,,"Rogahn, Corkery and Waters",15:47.1,15:48.8,2,5,FALSE,TRUE,10,600,4380,0.1,,10,1059600,15466.66667,10,1143,1143,497,2180,82599936,657.9672493,26736,40,40,15467.9612,19662.09872,,80612.452,3.89,24.39089524,8903 W Broad St,Richmond,VA,23294,37.634068,-77.54632,238851.568,84171.956,154679.612,
4172,8834,8155,8151,407,West Broad Hyundai,7,College - Classes/Administrative,Education,,"Rogahn, Corkery and Waters",15:45.0,15:47.0,2,5,FALSE,TRUE,10,600,4380,0.1,,10,1059600,15466.66667,10,1143,1143,497,2180,82599936,657.9672493,26736,40,40,15467.9612,19662.09872,,75110.8978,3.64,26.1774247,8903 W Broad St,Richmond,VA,23294,37.634068,-77.54632,238851.568,84171.956,154679.612,
4173,8834,8382,8378,407,West Broad Hyundai,7,College - Classes/Administrative,Education,,"Rogahn, Corkery and Waters",15:43.1,15:44.9,2,5,FALSE,TRUE,10,600,4380,0.1,,10,1059600,15466.66667,10,1143,1143,497,2420,88907136,657.9672493,28176,40,40,11035.4012,15229.53872,,64597.93065,4.02,23.57589254,8903 W Broad St,Richmond,VA,23294,37.634068,-77.54632,238851.568,128497.556,110354.012,
4174,8835,7913,7909,570,JCC Fitness Area - Owings Mills - LED Lighting Upgrade,17,Exercise Center,Public assembly,2254,Abbott-Kautzer,21:17.9,21:20.9,2,5,FALSE,TRUE,1,1,5928,0.06,,1,64,20000,1,276,276,276,22,35994816,8.434547908,6072,1,1,4123.04256,6168.20256,,8234,1.32,74.9113743,3506 Gwynnbrook Ave,Owings Mills,MD,21117,39.446655,-76.77415,104712.192,35994.816,68717.376,
4175,8837,7967,7963,573,Toyota of North Charlotte,1,Auto Related,Services,,Larkin-Mitchell,46:04.1,46:16.6,2,5,FALSE,TRUE,1,2816,4380,0.1,,1,893824,15000,1,106,106,106,300,139284000,11.41552511,31800,1,1,39835.224,39835.224,,30005.5,0.75,132.7597407,13429 Statesville Rd.,Huntersville,NC,28078,35.401287,-80.85324,1071957.366,673605.126,398352.24,
4176,8837,7968,7964,573,Toyota of North Charlotte,1,Auto Related,Services,,Larkin-Mitchell,46:04.2,46:17.1,2,5,FALSE,TRUE,1,2816,4380,0.1,,1,893824,15000,1,106,106,106,300,139284000,11.41552511,31800,1,1,45147.288,45147.288,,35088.4125,0.82,128.6672288,13429 Statesville Rd.,Huntersville,NC,28078,35.401287,-80.85324,598588.32,147115.44,451472.88,
4177,8838,7916,7912,623,"Emaus Ave Shopping Center, Exterior LED upgrade",,,,,"Haag, Wilderman and Blick",24:56.5,24:58.9,2,5,FALSE,TRUE,6,18,4150,0.075,,6,33840,8500,6,99,107,107,542,26406450,93.97590361,6363,6,7,5787.69375,5936.26375,10111,24710.574,3.94,24.02317223,,,,,,,103575.7,26406.45,77169.25,
4178,8840,7928,7924,486,Butler Ave Elementary,,,,2239,Wuckert LLC,59:00.7,59:22.3,2,5,FALSE,TRUE,8,1335,,,,8,613032,16133.33333,8,47052,186256,5300,3401.2,0,0,79235.6,244,760,0,0,,47366.6325,,0,301 W Butler Avenue,Clinton,NC,28328,34.98872,-78.31765,0,0,0,
4179,8840,8103,8099,486,Butler Ave Elementary,,,,2239,Wuckert LLC,44:24.8,44:42.7,2,5,FALSE,TRUE,8,1335,,,,8,613032,16133.33333,8,47052,186256,5300,3401.2,0,0,79235.6,244,760,0,0,,38270.6325,,0,301 W Butler Avenue,Clinton,NC,28328,34.98872,-78.31765,0,0,0,
4180,8873,7971,7967,463,Alta Resources,40,Office (General Office Types),Offices (Non-medical),,"McKenzie, Beer and Yundt",39:06.5,39:11.8,2,5,FALSE,TRUE,4,64,3380,0.115,0.115,4,20384,20000,4,1917,0,,,,,,4,11,1.98E-12,1.98E-12,,10000,,1.98E-14,120 N Commercial St,Neenah,WI,54956,44.18726,-88.461044,578652.62,578652.62,0,
4181,8873,8141,8137,463,Alta Resources,40,Office (General Office Types),Offices (Non-medical),,"McKenzie, Beer and Yundt",56:19.3,56:34.5,2,5,FALSE,TRUE,8,64,3380,0.115,0.115,8,40768,20000,8,13491,26890,3968,468,135619120,547.3372781,40124,38,71,51418.4021,51418.4021,,82564.488,1.58,62.27665592,120 N Commercial St,Neenah,WI,54956,44.18726,-88.461044,582735.66,135619.12,447116.54,
4182,8877,8112,8108,731,Gateway auto,,,,,Hayes LLC,33:39.5,33:50.9,2,5,FALSE,TRUE,13,361,3952,0.1,,13,553280,20000,13,775,781,424,2138.8,92732099.2,1114.625506,23464.6,53,54,14406.38368,14406.38368,,52247.03282,3.46,27.57359203,123 Omaha Street,Rapid City,SD,57701,44.081776,-103.2186,218660.208,74596.3712,144063.8368,
4183,8878,8113,8109,731,Gateway Campbell street,,,,,Hayes LLC,33:51.0,33:56.6,2,5,FALSE,TRUE,5,84,4160,0.1,,5,33240,20000,5,833,833,200,825,32718400,516.8269231,7865,22,22,4827.264,4827.264,,20256.83918,3.96,23.83029236,410 North Cambell Street,Rapid City,SD,57701,44.086227,-103.19087,71839.04,23566.4,48272.64,
4184,8879,7965,7961,251,Fabfitfun 2020,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Frami, Lowe and Mertz",17:38.8,17:42.0,2,5,FALSE,TRUE,16,8512,5188.333333,0.1464,,16,12483456,18428.60714,16,3266,3266,1395,2568,1058273292,546.7754278,189311,103,103,82396.42168,92203.09138,3600,354199.4189,3.65,26.03140673,14101 Pipeline Ave,Chino,CA,91710,33.995785,-117.71337,1658299.188,1095482.1,562817.088,
4185,8879,8001,7997,251,Fabfitfun 2020,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Frami, Lowe and Mertz",42:59.3,43:03.0,2,5,FALSE,TRUE,17,8512,5188.333333,0.1464,,17,13263672,18428.60714,17,4802,4802,1513,2969.5,1073219016,668.8755499,190975.5,119,119,85367.01413,95200.71083,3600,302146.9203,3.06,31.50808578,14101 Pipeline Ave,Chino,CA,91710,33.995785,-117.71337,1658299.188,1075191.168,583108.02,
4186,8879,8025,8021,251,Fabfitfun 2020,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Frami, Lowe and Mertz",03:20.9,03:23.9,2,5,FALSE,TRUE,17,8512,5188.333333,0.1464,,17,13263672,18428.60714,17,4802,4802,1513,2936.5,876407016,668.8755499,155830.5,119,119,114180.2909,124013.9876,3600,212056.7217,1.68,58.48151694,14101 Pipeline Ave,Chino,CA,91710,33.995785,-117.71337,1658299.188,878379.168,779920.02,
4187,8879,9005,9001,251,Fabfitfun 2020,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Frami, Lowe and Mertz",59:43.5,59:48.2,2,5,FALSE,TRUE,17,8512,5188.333333,0.1464,,17,13263672,18428.60714,17,4802,4802,1513,2936.5,876407016,668.8755499,155830.5,119,119,114180.2909,124013.9876,,242281.7217,1.92,51.18586196,14101 Pipeline Ave,Chino,CA,91710,33.995785,-117.71337,1658299.188,878379.168,779920.02,
4188,8880,8011,8007,844,Aspen Nursey,18,Facility Type,,,"Homenick, Moen and Mante",00:26.8,00:29.8,2,5,FALSE,TRUE,7,126,3870,0.08,,7,195804,14285.71429,7,36,36,36,498,10702740,83.37410307,2723,7,7,2039.4864,2039.4864,4057,3485.187556,1.69,58.51869856,6075 E Commerce Loop,Post Falls,ID,83854,47.704006,-116.867485,36196.32,10702.74,25493.58,
4189,8881,7966,7962,844,River City Center Parking Lot,43,Parking Lots,Services,,"Homenick, Moen and Mante",14:18.0,14:19.8,2,5,FALSE,TRUE,1,2,3673.5,0.08,,1,930,20000,1,32,32,32,150,14241600,16.8520391,4800,1,1,4074.624,4074.624,,6459.490526,1.57,63.07964976,900 N Hwy 41,Post Falls,ID,83854,47.716206,-116.892136,65174.4,14241.6,50932.8,
4190,8881,8412,8408,844,River City Center Parking Lot,43,Parking Lots,Services,,"Homenick, Moen and Mante",54:59.6,55:01.3,2,5,FALSE,TRUE,1,2,3673.5,0.08,,1,930,20000,1,32,32,32,150,21024000,11.41552511,4800,1,1,3532.032,3532.032,,4393.98866,1.24,80.38327528,900 N Hwy 41,Post Falls,ID,83854,47.716206,-116.892136,65174.4,21024,44150.4,
4191,8883,7970,7966,318,Keller ISD Phase 1,54,Schools (Jr./Sr. High),Education,2251,Abernathy Inc,03:43.3,03:54.1,2,5,FALSE,TRUE,17,144,4000,0.065,,17,584936,21666.66667,17,3758,3758,736,2290,154804000,430,38701,42,42,35605.44,41390.42733,,170438.062,4.08,24.28473244,,,,,,,698980,151204,547776,
4192,8884,8021,8017,844,Peak Health and Wellness parking lot Hayden,17,Exercise Center,Public assembly,,"Homenick, Moen and Mante",03:46.9,03:48.2,2,5,FALSE,TRUE,1,2,3723,0.08,,1,928,10000,1,9,9,9,150,4139100,16.30789302,1350,1,1,1132.1424,1132.1424,2520,1505.2032,1.32,75.21525333,95 W. Centa Drive,Hayden,ID,83835,47.746517,-116.7872,18290.88,4139.1,14151.78,
4193,8885,8022,8018,844,Prairie Ave Community Church parking lot,5,Church,Religious worship,,"Homenick, Moen and Mante",05:21.1,05:22.7,2,5,FALSE,TRUE,5,40,3673.5,0.08,,5,45000,14000,5,19,19,19,281,6899880,39.68308933,2156,5,5,1825.824,1825.824,,2099.63098,1.15,86.9592808,3639 W Prairie Ave,Hayden,ID,83835,47.745777,-116.83514,29722.68,6899.88,22822.8,
4194,8885,8222,8218,844,Prairie Ave Community Church parking lot,5,Church,Religious worship,,"Homenick, Moen and Mante",05:18.7,05:20.8,2,5,FALSE,TRUE,4,40,3673.5,0.08,,4,36000,14000,4,19,19,19,281,6899880,39.68308933,2156,4,4,1825.824,1825.824,,2099.63098,1.15,86.9592808,3639 W Prairie Ave,Hayden,ID,83835,47.745777,-116.83514,29722.68,6899.88,22822.8,
