,ZipCode,Address,BldgClass,LandUse,OwnerName,LotArea,BldgArea,ComArea,OfficeArea,RetailArea,GarageArea,StrgeArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,BuiltFAR,CommFAR,XCoord,YCoord
221005,11433.0,106-48 157 STREET,E9,6.0,P.M. O. JAMAICA LTD,17500,17900,17900,0,0,5400,0,1.0,0,4,1931,1.02,2.0,1040510.0,193103.0
221017,11433.0,106-21 156 STREET,O5,5.0,BROTHERS II REALTY CO,5000,2680,2680,1880,0,0,0,2.0,0,1,1931,0.54,0.0,1040292.0,193283.0
221019,11433.0,106-09 156 STREET,E9,6.0,REALI RLTY CO INC,2500,2200,2200,0,0,0,1800,2.0,0,1,1931,0.88,0.0,1040236.0,193383.0
221026,11433.0,157-22 TUSKEGEE AIRMEN WAY,M1,8.0,CHURCH OF GOD IN CHRI,10100,1320,1320,0,0,0,0,1.0,0,1,1940,0.13,0.0,1040548.0,193653.0
221056,11433.0,106-43 157 STREET,E9,6.0,CITY OF NEW YORK,22674,22400,22400,0,0,0,22400,1.0,0,1,2005,0.99,2.0,1040635.0,193201.0
221057,11433.0,106-33 157 STREET,G2,10.0,RAJINI AND RICK REALT,6560,6400,6400,0,0,3200,0,1.0,0,1,1931,0.98,2.0,1040553.0,193330.0
221063,11433.0,160-10 TUSKEGEE AIRMEN WAY,M1,8.0,"MADISON, BISHOP S.C.(",13900,2520,2520,0,0,0,0,1.0,0,1,1940,0.18,0.0,1041081.0,193978.0
221081,11433.0,106-58 UNION HALL STREET,M1,8.0,MT ZION BAPTIST CHURC,14400,2400,2400,0,0,0,0,2.0,0,1,1940,0.17,0.0,1041434.0,193578.0
221083,11433.0,106-65 160 STREET,S9,4.0,160-05 160TH STREET R,2500,3100,1550,0,1550,0,0,2.0,2,4,1920,1.24,0.0,1041301.0,193459.0
221084,11433.0,106-57 160 STREET,K1,5.0,LEONARD 106-57 160 ST,7500,4165,4165,0,4165,0,0,1.0,0,3,1931,0.56,0.0,1041275.0,193504.0
221088,11433.0,106-45 160 STREET,M1,8.0,FAITH TABERNACLE BAPT,10000,10000,10000,0,0,0,0,1.0,0,1,1940,1.0,0.0,1041229.0,193638.0
221094,11433.0,106-25 160 STREET,S9,4.0,BOWENS JAMES,7998,4000,2000,0,1000,1000,0,3.0,2,4,1931,0.5,0.0,1041122.0,193829.0
221106,11433.0,162-02 TUSKEGEE AIRMEN WAY,O1,5.0,"THOMAS WHITE, JR. FOU",3146,2280,2280,2280,0,0,0,1.0,0,1,1931,0.72,0.0,1041313.0,194080.0
221107,11433.0,162-04 TUSKEGEE AIRMEN WAY,O1,5.0,"THOMAS WHITE, JR. FOU",3670,2755,2755,2755,0,0,0,1.0,0,1,1931,0.75,0.0,1041339.0,194094.0
221108,11433.0,162-06 TUSKEGEE AIRMEN WAY,O1,5.0,"THOMAS WHITE, JR. FOU",3588,2660,2660,2660,0,0,0,1.0,0,1,1931,0.74,0.0,1041365.0,194108.0
221109,11433.0,162-08 TUSKEGEE AIRMEN WAY,M1,8.0,NAZARETH HOLINESS CHU,3600,2660,2660,0,2660,0,0,1.0,0,0,1931,0.74,0.0,1041388.0,194121.0
221110,11433.0,162-14 TUSKEGEE AIRMEN WAY,K4,4.0,"SHENG WANG REALTY, IN",4752,4080,2880,0,2400,0,0,2.0,1,3,1920,0.86,0.0,1041416.0,194147.0
221113,11433.0,162-24 TUSKEGEE AIRMEN WAY,S9,4.0,162-24 SOUTH ROAD LLC,2574,5220,1400,0,1400,0,0,3.0,5,7,1931,2.03,0.0,1041487.0,194185.0
221114,11433.0,106-18 GUY R BREWER BLVD,M1,8.0,CAL A M E ZION CHURCH,8625,4600,4600,0,0,0,0,1.5,0,1,1940,0.53,0.0,1041492.0,194085.0
221115,11433.0,106-20 GUY R BREWER BLVD,S2,4.0,"KAREN TOM LEE GHIN, T",2300,2000,1000,0,1000,0,0,2.0,2,3,1920,0.87,0.0,1041515.0,194043.0
221116,11433.0,106-22 GUY R BREWER BLVD,S2,4.0,KATHERINE A JAMES,2300,2000,1000,0,1000,0,0,2.0,2,3,1920,0.87,0.0,1041525.0,194026.0
221117,11433.0,106-24 GUY R BREWER BLVD,S2,4.0,106-24 GUY R BREWER B,2300,2000,1000,0,1000,0,0,2.0,2,3,1920,0.87,0.0,1041535.0,194008.0
221122,11433.0,106-36 GUY R BREWER BLVD,C2,2.0,106-36 GUY R. BREWER,2300,3760,840,0,0,0,0,2.0,5,5,1931,1.63,0.0,1041596.0,193900.0
221123,11433.0,106-40 GUY R BREWER BLVD,S1,4.0,"VELAZCO, CARMEN",2300,1640,820,0,820,0,0,2.0,1,2,1931,0.71,0.0,1041616.0,193865.0
221124,11433.0,106-42 GUY R BREWER BLVD,S2,4.0,BIBI RAHMAN,3220,3168,1584,0,1584,0,0,2.0,2,3,2002,0.98,0.0,1041628.0,193844.0
221126,11433.0,106-46 GUY R BREWER BLVD,K2,5.0,"RAGHUBAR, PARMANAND",2592,1320,1320,0,1320,0,0,2.0,0,1,1931,0.51,0.0,1041653.0,193804.0
221128,11433.0,106-50 GUY R BREWER BLVD,S2,4.0,"MUNRO, JACOB",2185,2400,1200,0,1200,0,0,2.0,2,3,1920,1.1,0.0,1041672.0,193766.0
221129,11433.0,106-52 GUY R BREWER BLVD,S3,4.0,KHAN AHMAD S,2185,2148,234,0,234,0,0,2.0,3,4,1920,0.98,0.0,1041681.0,193749.0
221130,11433.0,106-54 GUY R BREWER BLVD,S2,4.0,"DONALDSON, BEVERLY",2185,2400,1200,0,1200,0,0,2.0,2,3,1920,1.1,0.0,1041691.0,193732.0
221131,11433.0,106-56 GUY R BREWER BLVD,S1,4.0,DHANIRAM NANDLAL,2340,1906,953,0,753,200,0,2.0,1,2,2005,0.81,0.0,1041714.0,193718.0
221150,11433.0,106-38 GUY R BREWER BLVD,S1,4.0,"PARKER, KENYATTA D",2300,1680,840,0,0,0,0,2.0,1,2,1930,0.73,0.0,1041606.0,193882.0
221158,11435.0,107-09 150 STREET,M1,8.0,BAYSIDE COMMUNITY OF,6660,11400,11400,0,0,0,0,2.0,0,1,1910,1.71,0.0,1039548.0,192275.0
221159,11435.0,107-03 150 STREET,M3,8.0,BAYSIDE COMMUNITY CHU,1868,3000,3000,0,0,0,0,2.0,0,1,1940,1.61,0.0,1039529.0,192313.0
221160,11433.0,107-01 SUTPHIN BOULEVARD,S2,4.0,BURNS MEMORIAL CHURCH,1684,2926,1463,0,1463,0,0,2.0,2,3,1920,1.74,0.0,1039519.0,192332.0
221197,11435.0,107-47 SUTPHIN BOULEVARD,S2,4.0,ROCKY POINT FUNDING L,1637,2820,1060,0,1060,0,0,2.0,2,3,1899,1.72,0.0,1039810.0,192015.0
221198,11435.0,107-45 SUTPHIN BOULEVARD,S2,4.0,VILLAGE PLAZA HOMES I,1735,1760,880,0,880,0,0,2.0,2,3,1899,1.01,0.0,1039795.0,192029.0
221202,11435.0,107-35 SUTPHIN BOULEVARD,S2,4.0,SOUTH HOMES INC,1843,2196,1098,0,1098,0,0,2.0,2,3,1899,1.19,0.0,1039713.0,192089.0
221203,11435.0,107-33 SUTPHIN BOULEVARD,S2,4.0,ALLEN AFFORDABLE HOUS,1945,3420,1140,1140,0,0,0,3.0,2,3,1899,1.76,0.0,1039698.0,192104.0
221204,11435.0,107-31 SUTPHIN BOULEVARD,S2,4.0,ALLEN AFFORDABLE HOUS,2025,3820,1540,0,1540,0,0,3.0,2,3,1899,1.89,0.0,1039683.0,192118.0
221205,11435.0,107-29 SUTPHIN BOULEVARD,S5,4.0,ALLEN AFFORDABLE HOUS,2096,5400,738,0,738,0,0,3.0,5,6,1931,2.58,0.0,1039667.0,192132.0
221238,11435.0,107-63 SUTPHIN BOULEVARD,S2,4.0,GOPAUL RAMCHARRAN,1920,3000,1000,0,1000,0,0,3.0,2,3,1932,1.56,0.0,1039917.0,191907.0
221239,11435.0,107-61 SUTPHIN BOULEVARD,S2,4.0,"107-61 SUTPHIN BLVD.,",1920,3000,1000,0,1000,0,0,3.0,2,3,1932,1.56,0.0,1039904.0,191923.0
221240,11435.0,107-59 SUTPHIN BOULEVARD,S2,4.0,"YOUNG, ELSIEMAE",1880,3800,1800,0,1800,0,0,3.0,2,3,1932,2.02,0.0,1039891.0,191938.0
221241,11435.0,107-57 SUTPHIN BOULEVARD,S2,4.0,"MANBODH, KASIENAUTH",1880,3000,1000,0,1000,0,0,3.0,2,3,1932,1.6,0.0,1039878.0,191954.0
221242,11435.0,107-55 SUTPHIN BOULEVARD,K4,4.0,CLINTON GRAHAM,1880,1520,1000,0,1000,0,0,1.0,1,2,1931,0.81,0.0,1039865.0,191969.0
221333,11433.0,155-02 107 AVENUE,K1,5.0,"SANCHEZ, DIOGENES",1910,2150,2150,0,1300,250,0,1.0,0,2,1931,1.13,0.0,1040253.0,192739.0
221345,11433.0,107-20 156 STREET,M1,8.0,LIVING SACRIFICE OF G,2757,2860,2860,0,0,0,0,2.0,0,1,1940,1.04,0.0,1040452.0,192662.0
221346,11433.0,107-26 156 STREET,G1,10.0,CLINTON GRAHAM,2460,625,625,0,0,625,0,1.0,0,1,1991,0.25,0.0,1040470.0,192642.0
221349,11433.0,107-30A 156 STREET,Z9,,LOMAS H RAMNARINE,973,150,150,0,0,0,150,1.0,0,0,1931,0.15,0.0,1040456.0,192585.0
221406,11433.0,156-11 108 AVENUE,M1,8.0,15611 108 AVE LLC,5000,1200,1200,0,0,0,0,1.0,0,1,1940,0.24,0.0,1040825.0,192480.0
221430,11433.0,107-46 UNION HALL STREET,S1,4.0,"MAR AND MOSTAK, INC",9505,792,396,0,0,0,0,2.0,1,2,1900,0.08,0.0,1041716.0,193075.0
221455,11433.0,107-02 GUY R BREWER BLVD,S2,4.0,"EDWARDS, TAMARA",2250,1822,312,0,0,0,0,2.0,2,3,1920,0.81,0.0,1041767.0,193623.0
221456,11433.0,107-14 GUY R BREWER BLVD,S1,4.0,NORMA & ALPHONSE EDWA,2070,1800,900,0,900,0,0,2.0,1,2,1931,0.87,0.0,1041810.0,193519.0
221457,11433.0,107-16 GUY R BREWER BLVD,S1,4.0,"KUMAR, DHARAMDEO",2070,1800,900,0,900,0,0,2.0,1,2,1920,0.87,0.0,1041819.0,193504.0
221458,11433.0,107-18 GUY R BREWER BLVD,S1,4.0,107-18 GUY BREWER BLV,2415,1800,900,0,900,0,0,2.0,1,2,1920,0.75,0.0,1041829.0,193486.0
221459,11433.0,107-20 GUY R BREWER BLVD,S3,4.0,"VINCENT-GRAHAM, JENEL",2243,4140,2070,0,2070,0,0,2.0,3,4,1931,1.85,0.0,1041839.0,193468.0
221465,11433.0,107-50 GUY R BREWER BLVD,K4,4.0,YMS DEVELOPMENT GROUP,5750,5690,5690,2759,2931,0,0,2.0,0,2,1940,0.99,0.0,1041987.0,193201.0
221498,11435.0,108-57 SUTPHIN BOULEVARD,S2,4.0,"NOISY, DOMINIQUE",1971,4000,2000,2000,0,0,0,2.0,2,3,1920,2.03,0.0,1040293.0,191428.0
221499,11435.0,108-55 SUTPHIN BOULEVARD,S2,4.0,"LEWIS, LIONEL",1997,2000,1000,0,1000,0,0,2.0,2,3,1920,1.0,0.0,1040283.0,191446.0
221500,11435.0,108-53 SUTPHIN BOULEVARD,S2,4.0,BOTD HOLDING LLC,2005,1600,800,0,800,0,0,2.0,2,3,1920,0.8,0.0,1040272.0,191464.0
221501,11435.0,108-51 SUTPHIN BOULEVARD,S2,4.0,"GRAHAM, WILBERT B.",2031,1600,800,0,800,0,0,2.0,2,3,1920,0.79,0.0,1040262.0,191481.0
221503,11435.0,108-43A SUTPHIN BOULEVARD,M3,8.0,ST JOSEPHS R C CHURCH,4850,3456,3456,0,0,0,0,2.0,0,1,1940,0.71,0.0,1040228.0,191545.0
221508,11433.0,150-17 109 AVENUE,S2,4.0,CHRIST LIKE BAPT-CH I,3384,2100,1050,0,0,0,0,2.0,2,3,1920,0.62,0.0,1040407.0,191495.0
221512,11435.0,108-43 SUTPHIN BOULEVARD,M1,8.0,ST JOSEPHS R C CHURCH,32000,5400,5400,0,0,0,0,1.0,0,1,1940,0.17,0.0,1040238.0,191650.0
221517,11435.0,108-11 SUTPHIN BOULEVARD,M9,8.0,PRAISE TABERNACLE,22635,4275,4275,0,0,0,0,2.0,0,1,1940,0.19,0.0,1040107.0,191830.0
221548,11433.0,108-35 153 STREET,W2,8.0,ST JOSEPHS R C CHURCH,19200,8100,8100,0,0,0,0,2.0,0,1,1940,0.42,0.0,1040383.0,191779.0
221588,11433.0,155-02 108 AVENUE,W1,8.0,DCAS/DEPARTMENT OF ED,28010,35450,35450,0,0,0,0,4.0,0,1,1931,1.27,0.0,1040665.0,192186.0
221589,11433.0,155-01 109 AVENUE,Q1,9.0,PARKS AND RECREATION,195000,875,875,0,0,0,0,1.0,0,1,1958,0.0,0.0,1040975.0,192062.0
221590,11433.0,108-29 155 STREET,W1,8.0,NYC DEPT OF EDUCATION,46597,93893,93893,0,0,0,0,5.0,0,1,2008,2.02,0.0,1040754.0,192028.0
221619,11433.0,108-55 157 STREET,S3,4.0,NUNEZ JOSE,2350,2750,750,0,750,0,0,2.0,3,4,1931,1.17,0.0,1041276.0,191981.0
221693,11433.0,108-02 GUY R BREWER BLVD,C2,2.0,MPJM CRUSH HOLDINGS L,2875,5625,625,625,0,0,0,3.0,5,5,1931,1.96,0.0,1042075.0,193041.0
221694,11433.0,108-04 GUY R BREWER BLVD,S2,4.0,"ZHOU, XIULE",2300,2000,1000,0,1000,0,0,2.0,2,3,1910,0.87,0.0,1042086.0,193021.0
221695,11433.0,108-06 GUY R BREWER BLVD,S1,4.0,"WHITNEY-SANDS, GLADY",2300,2000,1000,0,1000,0,0,2.0,1,2,1920,0.87,0.0,1042096.0,193004.0
221696,11433.0,108-08 GUY R BREWER BLVD,S2,4.0,TOMS CHECK CASHING CO,2530,2000,1000,0,1000,0,0,2.0,2,3,1920,0.79,0.0,1042107.0,192985.0
221697,11433.0,108-10 GUY R BREWER BLVD,S2,4.0,"LU, CHEN BO",2185,3018,1509,0,1509,0,0,2.0,2,3,1920,1.38,0.0,1042117.0,192967.0
221698,11433.0,108-12 GUY R BREWER BLVD,S2,4.0,DAVIS ALFONSO,2215,3018,1509,0,1509,0,0,2.0,2,3,1920,1.36,0.0,1042126.0,192950.0
221699,11433.0,108-14 GUY R BREWER BLVD,S2,4.0,TARIQ MAYETT,2185,3018,1509,0,1509,0,0,2.0,2,3,1920,1.38,0.0,1042135.0,192933.0
221700,11433.0,108-16 GUY R BREWER BLVD,S2,4.0,"RIVERA , CARLOS S",2760,3018,1509,0,1509,0,0,2.0,2,3,1920,1.09,0.0,1042146.0,192914.0
221702,11433.0,108-24 GUY R BREWER BLVD,S2,4.0,CLINTON GRAHAM,3450,3400,1700,0,1700,0,0,2.0,2,3,1910,0.99,0.0,1042175.0,192863.0
221703,11433.0,108-26 GUY R BREWER BLVD,S4,4.0,CLINTON GRAHAM,3450,4320,1440,0,1440,0,0,3.0,4,5,1931,1.25,0.0,1042189.0,192837.0
221704,11433.0,108-30 GUY R BREWER BLVD,S3,4.0,BRANDON JOHAN J G,3910,4680,1560,0,1560,0,0,3.0,3,4,1931,1.2,0.0,1042205.0,192809.0
221707,11433.0,108-36 GUY R BREWER BLVD,S1,4.0,"MCHUGH, NYRIE",2300,2400,1200,0,0,0,0,2.0,1,2,1910,1.04,0.0,1042239.0,192747.0
221711,11433.0,108-46 GUY R BREWER BLVD,M1,8.0,SOUTH JAMACIA NEW TES,2875,2250,2250,0,0,0,0,2.0,0,1,1940,0.78,0.0,1042295.0,192647.0
221713,11433.0,108-54 GUY R BREWER BLVD,K1,5.0,C & C 108-54 REALTY L,2300,1700,1700,0,1700,0,0,1.0,0,1,1931,0.74,0.0,1042319.0,192605.0
221714,11433.0,108-56 GUY R BREWER BLVD,K1,5.0,C & C 108-54 REALTY L,6210,4590,4590,0,4590,0,0,1.0,0,1,1931,0.74,0.0,1042337.0,192572.0
221716,11432.0,163-02 JAMAICA AVENUE,K2,5.0,16302 JAMAICA AVENUE,22475,42000,42000,0,42000,0,0,2.0,0,6,1927,1.87,6.0,1040677.0,195982.0
221717,11432.0,163-18 JAMAICA AVENUE,O6,5.0,163-18 JAMAICA REALTY,21000,68880,68880,59040,9840,0,0,7.0,0,6,1930,3.28,6.0,1040786.0,196012.0
221718,11432.0,163-24 JAMAICA AVENUE,K4,4.0,16324 JAMAICA AVENUE,1776,3500,3500,0,3500,0,0,2.0,0,1,1931,1.97,6.0,1040802.0,196099.0
221719,11432.0,163-22 JAMAICA AVENUE,K4,4.0,16324 JAMAICA AVENUE,6974,6400,6400,0,6400,0,0,1.0,0,1,1933,0.92,6.0,,
221720,11432.0,163-28 JAMAICA AVENUE,K1,5.0,DUVALS REALTY INC,2626,1820,1820,0,1820,0,0,1.0,0,1,1931,0.69,6.0,1040862.0,196075.0
221721,11432.0,163-30 JAMAICA AVENUE,K1,5.0,163-30 JAMAICA REALTY,5266,4300,4300,0,4300,0,0,2.0,0,1,1931,0.82,6.0,1040880.0,196083.0
221722,11432.0,163-34 JAMAICA AVENUE,K2,5.0,"M & M OF JAMAICA,",11803,23400,23400,0,23400,0,0,2.0,0,2,1963,1.98,6.0,1040917.0,196103.0
221723,11432.0,163-44 JAMAICA AVENUE,K1,5.0,JAMAICA 163RD STREET,3790,3700,3700,0,3700,0,0,1.0,0,2,1930,0.98,6.0,1040940.0,196172.0
221724,11432.0,164-02 JAMAICA AVENUE,K2,5.0,FRANCMEN 16402 LLC,13460,19000,19000,0,19000,0,0,2.0,0,1,1924,1.41,6.0,1041025.0,196079.0
221725,11432.0,164-06 JAMAICA AVENUE,K1,5.0,FRANCMEN 16404 LLC,2818,2200,2200,0,2200,0,0,1.0,0,2,1955,0.78,6.0,1040998.0,196202.0
221726,11432.0,164-08 JAMAICA AVENUE,K1,5.0,FRANCMEN 16408 LLC,4660,4200,4200,0,4200,0,0,1.0,0,1,1931,0.9,6.0,1041046.0,196150.0
221727,11433.0,164-10 JAMAICA AVENUE,K2,5.0,JAMAICA AVENUE REALTY,12871,24405,24405,12000,12405,0,0,2.0,0,7,1931,1.9,6.0,1041085.0,196241.0
221728,11433.0,92-12 165 STREET,K1,5.0,9220 165 HOLDINGS LLC,14742,14742,14742,0,14742,0,0,1.0,0,1,1931,1.0,6.0,1041146.0,196138.0
221729,11433.0,92-02 165 STREET,Z2,10.0,JAMAICA FIRST PARKING,77400,246174,246174,0,0,0,0,3.0,0,1,1966,3.18,6.0,1041189.0,195907.0
221730,11433.0,163-25 ARCHER AVENUE,G1,10.0,"JAMAICA TOWER, LLC",45900,280000,280000,0,0,280000,0,7.0,0,1,1971,6.1,6.0,1040962.0,195828.0
221731,11433.0,163-05 ARCHER AVENUE,K1,5.0,JAMAICA PROPERTY HOLD,45080,32471,32471,0,32471,0,0,1.0,0,10,1972,0.72,6.0,1040806.0,195775.0
221732,11432.0,163-26 JAMAICA AVENUE,K1,5.0,16324 JAMAICA AVENUE,1424,1600,1600,0,1600,0,0,1.0,0,1,1931,1.12,6.0,1040828.0,196114.0
221734,11433.0,92-56 165 STREET,E9,6.0,92-56 165TH STREET LL,4387,2550,2550,890,0,0,0,1.0,0,1,1945,0.58,1.0,1041385.0,195744.0
221736,11433.0,92-90 165 STREET,W5,8.0,DORMITORY AUTH,325000,35000,35000,0,0,0,0,1.0,0,0,1971,0.11,0.0,1041292.0,195289.0
221740,11433.0,165-02 JAMAICA AVENUE,K4,4.0,PAPILLON REALTY LTD,4400,15000,15000,0,4400,0,0,4.0,0,5,1917,3.41,6.0,1041204.0,196315.0
221741,11432.0,165-06 JAMAICA AVENUE,K2,5.0,JAMAICA AVENUE INVEST,7500,12000,12000,6000,6000,0,0,2.0,0,7,1921,1.6,6.0,1041262.0,196339.0
221742,11432.0,165-14 JAMAICA AVENUE,K4,4.0,BRAHA N J REALTY ASSO,4173,4300,4300,0,4300,0,0,3.0,0,1,1935,1.03,6.0,1041334.0,196308.0
221743,11432.0,165-16 JAMAICA AVENUE,K4,4.0,BRAHA N J REALTY ASSO,1833,4000,4000,0,4000,0,0,3.0,0,1,1931,2.18,6.0,1041322.0,196369.0
221744,11432.0,165-20 JAMAICA AVENUE,K4,4.0,BRAHA N J REALTY ASSO,1900,4140,4140,0,4140,0,0,3.0,0,1,1931,2.18,6.0,1041338.0,196378.0
221745,11432.0,165-22 JAMAICA AVENUE,K4,4.0,BRAHA N J REALTY ASSO,2000,4140,4140,0,4140,0,0,3.0,0,1,1932,2.07,6.0,1041352.0,196392.0
221746,11432.0,165-24 JAMAICA AVENUE,K2,5.0,BRAHA N J REALTY ASSO,3400,6044,6044,0,6044,0,0,2.0,0,1,1930,1.78,6.0,1041380.0,196399.0
221747,11433.0,92-20 MERRICK BOULEVARD,K1,5.0,BRAHA N J REALTY ASSO,4600,4100,4100,0,4100,0,0,1.0,0,1,1930,0.89,6.0,1041435.0,196302.0
221748,11433.0,92-24 MERRICK BOULEVARD,M9,8.0,"THE UNIVERSAL CHURCH,",4262,10902,10902,0,0,0,0,3.0,0,1,1931,2.56,6.0,1041442.0,196217.0
221749,11433.0,92-26 MERRICK BOULEVARD,K4,4.0,"DBM, LLC",5675,11300,11300,5650,5650,0,0,2.0,0,2,1931,1.99,6.0,1041465.0,196179.0
221750,11433.0,92-30 MERRICK BOULEVARD,O5,5.0,SPRINGFIELD NORSE REA,28600,47744,47744,47519,225,0,0,2.0,0,2,1965,1.67,6.0,1041441.0,196076.0
221751,11433.0,165-15 ARCHER AVENUE,O2,5.0,BERKEN BUILDING CO,24628,78800,78800,78800,0,0,0,5.0,0,1,1973,3.2,6.0,1041507.0,195997.0
221752,11433.0,165-20 ARCHER AVENUE,GW,5.0,VERTU HOSPITALITY LLC,12103,6298,6298,0,0,6298,0,1.0,0,1,1988,0.52,6.0,1041653.0,195867.0
221754,11433.0,94-10 MERRICK BOULEVARD,Z9,,CASAGRANDE REALTY COR,19830,11310,11310,0,0,0,0,1.0,0,1,1989,0.57,1.0,1041768.0,195683.0
221756,11433.0,94-20 MERRICK BOULEVARD,E1,6.0,"NOVELLI, ENRICO",5848,3000,3000,0,0,0,3000,1.0,0,1,1988,0.51,1.0,1041824.0,195578.0
221757,11433.0,94-24 MERRICK BOULEVARD,E9,6.0,94-24 MERRICK BLVD LL,5800,5800,5800,0,0,0,0,1.0,0,1,1959,1.0,1.0,1041850.0,195535.0
221758,11433.0,94-28 MERRICK BOULEVARD,E1,6.0,94-28 MERRICK BOULEVA,12817,12775,12775,0,0,0,12775,1.0,0,1,1931,1.0,1.0,1041834.0,195462.0
221759,11433.0,94-36 MERRICK BOULEVARD,G4,7.0,94-40 MERRICK BLVD. L,5847,3900,3900,0,0,3900,0,1.0,0,1,1931,0.67,1.0,1041914.0,195427.0
221760,11433.0,94-40 MERRICK BOULEVARD,E1,6.0,94-40 MERRICK BLVD. L,32782,18490,18490,0,0,0,18490,1.0,0,3,1931,0.56,1.0,1041884.0,195319.0
221762,11433.0,162-25 LIBERTY AVENUE,K5,5.0,"LIBERTY 162 HOLDINGS,",7000,4150,4150,0,4150,0,0,30.0,0,4,2005,0.59,1.0,1042021.0,195269.0
221764,11433.0,94-09 165 STREET,E1,6.0,THOMAS NOVELLI CONTR/,2924,2924,2924,0,0,0,2924,1.0,0,1,1931,1.0,1.0,1041741.0,195483.0
221766,11433.0,94-05 165 STREET,Z9,,EMILIA NOVELLI,2900,1512,1512,0,0,0,0,2.0,0,1,1910,0.52,1.0,1041716.0,195525.0
221770,11433.0,92-61 165 STREET,D6,4.0,ARCHER MERRICK HOUSIN,9399,93041,7234,0,7234,0,0,0.0,89,90,0,9.9,6.0,1041542.0,195820.0
221771,11433.0,92-27 165 STREET,K1,5.0,E & H REALTY LLC,1200,750,750,0,750,0,0,1.0,0,1,1946,0.63,6.0,1041352.0,196138.0
221772,11433.0,92-23 165 STREET,K4,4.0,ALDEN REALTY ENTERPRI,20640,32737,32737,6562,15500,0,10675,4.0,0,4,1927,1.59,6.0,1041305.0,196214.0
221773,11432.0,165-18 JAMAICA AVENUE,K1,5.0,BRAHA N J REALTY ASSO,3632,2775,2775,0,2775,0,0,1.0,0,1,1932,0.76,6.0,1041379.0,196285.0
221774,11432.0,166-02 JAMAICA AVENUE,K4,4.0,LILLIAN GOLDMAN MARIT,7217,43200,43200,0,21600,0,0,6.0,0,1,1934,5.99,6.0,1041480.0,196456.0
221775,11432.0,166-10 JAMAICA AVENUE,K1,5.0,SEMOON  OH,839,839,839,0,839,0,0,1.0,0,1,1931,1.0,6.0,1041519.0,196477.0
221776,11432.0,166-12 JAMAICA AVENUE,K4,4.0,LGF ENTERPRISES,3480,7740,7740,0,2580,0,0,3.0,0,2,1930,2.22,6.0,1041541.0,196490.0
221777,11432.0,166-16 JAMAICA AVENUE,K2,5.0,166-16 REALTY CORP.,5000,8000,8000,0,4000,0,0,2.0,0,2,1930,1.6,6.0,1041585.0,196504.0
221778,11432.0,166-26 JAMAICA AVENUE,K1,5.0,"ZUCKERMAN, KENNETH A",9870,8870,8870,0,5500,3370,0,1.0,0,3,1930,0.9,6.0,1041651.0,196483.0
221779,11432.0,166-30 JAMAICA AVENUE,K2,5.0,KIMAQU CORPORATI0N,8667,11600,11600,5000,6600,0,0,2.0,0,3,1930,1.34,6.0,1041681.0,196546.0
221780,11433.0,166-36 JAMAICA AVENUE,K4,4.0,MAZAL OF ADAR LLC,4800,28800,28800,0,12000,0,0,6.0,0,3,1937,6.0,6.0,1041732.0,196570.0
221781,11433.0,92-12 168 STREET,K1,5.0,KIMAQU CORPORATION,11380,11380,11380,0,11380,0,0,1.0,0,1,2006,1.0,6.0,1041753.0,196463.0
221782,11433.0,92-18 168 STREET,K1,5.0,168TH STREET JAMAICA,45000,45000,45000,0,45000,0,0,1.0,0,1,2006,1.0,6.0,1041747.0,196312.0
221783,11433.0,        168 STREET,K1,5.0,168TH STREET JAMAICA,28450,28450,28450,0,28450,0,0,1.0,0,1,2006,1.0,6.0,1041822.0,196147.0
221784,11433.0,166-10 ARCHER AVENUE,K1,5.0,166 ARCHER AVE CO LLC,42735,17500,17500,0,17500,0,0,2.0,0,1,1965,0.41,6.0,1041909.0,195970.0
221787,11433.0,94-21 MERRICK BOULEVARD,W9,8.0,WELNER FAMILY LIMITED,5555,11000,11000,0,11000,0,0,2.0,0,1,1931,1.98,1.0,1041983.0,195640.0
221789,11433.0,94-15 MERRICK BOULEVARD,G2,10.0,ROYAL BROTHERS HOLDIN,24615,14100,14100,0,0,0,0,1.0,0,4,1931,0.57,1.0,1042117.0,195767.0
221793,11433.0,92-35 MERRICK BOULEVARD,K1,5.0,168TH STREET JAMAICA,8196,8196,8196,0,8196,0,0,1.0,0,1,2006,1.0,6.0,1041711.0,196153.0
221794,11433.0,92-31 MERRICK BOULEVARD,K1,5.0,168TH STREET JAMAICA,14633,14633,14633,0,14633,0,0,1.0,0,1,2006,1.0,6.0,1041666.0,196214.0
221795,11433.0,92-17 MERRICK BOULEVARD,K1,5.0,168TH STREET JAMAICA,2230,2230,2230,0,2230,0,0,1.0,0,1,2006,1.0,6.0,1041556.0,196322.0
221796,11433.0,92-15 MERRICK BOULEVARD,K1,5.0,168TH STREET JAMAICA,1973,1973,1973,0,1973,0,0,1.0,0,1,2006,1.0,6.0,1041541.0,196349.0
221797,11433.0,92-11 MERRICK BOULEVARD,K1,5.0,LITE RLTY CO INC,16124,16124,16124,0,16124,0,0,1.0,0,1,2006,1.0,6.0,1041576.0,196410.0
221807,11433.0,94-30 168 STREET,G2,10.0,LOR REALTY INC,7950,1250,1250,0,0,1250,0,1.0,0,1,1977,0.16,1.0,1042250.0,195379.0
