,Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,facility_type_lcm_new,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft,sqft_new,max_kwh_cost_simple_new,LIGHTING_INTENSITY
4400,4400,9630,8265,8261,731,Howard Johnson Exterior,,,,Other,,Hayes LLC,45:16.9,45:20.9,2.0,5,False,True,6,6,4368.0,0.1,,6,9150.0,28333.33333,6,28,28,28.0,597.0,10186176.0,125.9157509,2332.0,6,6,1547.5824,1547.5824,,8416.681817,5.03,18.38708453,950 North St,Rapid City,SD,57701.0,44.090294,-103.23069,25662.0,10186.176,15475.823999999999,,500.0,0.0446,51.324
4401,4401,9654,8268,8264,416,AB Pitching Academy,,,,Other,2249.0,Hermiston Group,37:53.0,37:55.3,2.0,5,False,True,2,2,2518.6,0.11,,2,644.0,15000.0,2,46,26,26.0,109.0,3797898.0,49.63271789,1508.0,4,3,2849.02794,2953.54569,,2629.7066670000004,0.89,112.3146443,2420 Wedgewood Dr,Akron,OH,44312.0,41.04825,-81.442276,29698.152000000002,3797.8979999999997,25900.254,,1000.0,0.045,29.698152
4402,4402,9667,8269,8265,623,Lebanon Warehouse Prj,,,,Other,,"Haag, Wilderman and Blick",02:17.7,02:21.7,2.0,5,False,True,7,63,3333.333333,0.075,,7,180495.0,11428.57143,7,1071,1071,1071.0,883.0,525278900.0,125.5847178,146233.0,7,7,81142.0425,81807.1875,,238171.0,2.81,34.34808919,,,,,,,1607172.8,525278.9,1081893.9,,100000.0,0.15,16.071728
4403,4403,9668,8281,8277,552,Airport Square Maintenance Office,,,,Other,,"Reynolds, Pfeffer and Gottlieb",38:07.1,38:10.8,2.0,5,False,True,2,2,4100.0,0.0958,,2,114.0,20000.0,2,2000,2000,2100.0,23.0,95120000.0,24.390243899999998,23200.0,2,2,10997.84,13252.84,,54000.0,3.86,24.5422963,,,,,,,205000.0,90200.0,114800.0,,4100.0,0.079,50.0
4404,4404,9670,8326,8322,32,Country Linen,,,,Services,2254.0,Gerlach-King,42:01.3,42:06.1,2.0,5,False,True,2,15,3900.0,,0.06,2,2110.0,13666.666669999999,2,546,546,182.0,216.0,18345600.0,84.61538462,4704.0,6,6,1647.828,2261.448,,9344.106407,3.93,24.20186481,5230 N Sawyer Ave,Boise,ID,83714.0,43.646008,-116.26939399999999,45809.4,18345.6,27463.8,,225.0,0.06,203.5973333
4405,4405,9671,8295,8291,581,Penske Truck Leasing Monroeville,,,,Other,2239.0,"Harvey, Kozey and Schuster",00:56.4,00:58.3,2.0,5,False,True,6,77,2600.0,0.1,,6,56034.0,16285.71429,6,18,30,28.0,194.0,1349400.0,115.38461540000002,519.0,7,10,530.66,1625.13,,4051.771429,5.03,40.10912335,3939 William Penn Highway,Monroeville,PA,15146.0,40.43813,-79.77641,7046.0,1739.4,5306.6,,225.0,0.0836,31.31555556
4406,4406,9675,8297,8293,623,Helping Harvest,,,,Other,,"Haag, Wilderman and Blick",55:23.3,55:24.8,2.0,5,False,True,1,1,3000.0,0.075,,1,255.0,20000.0,1,6,48,48.0,15.0,2160000.0,21.66666667,720.0,1,8,182.25,183.15,,239.52,1.3,76.46543086,,,,,,,4590.0,2160.0,2430.0,,330.0,0.07,13.90909091
4407,4407,9675,8298,8294,623,Helping Harvest,,,,Warehouse and storage,,"Haag, Wilderman and Blick",55:21.4,55:23.2,2.0,5,False,True,1,1,3000.0,0.075,,1,255.0,20000.0,1,6,48,48.0,14.0,2016000.0,21.66666667,672.0,1,8,193.05,193.95,,191.52,0.99,101.26879699999999,,,,,,,4590.0,2016.0,2574.0,,96000.0,0.085,0.0478125
4408,4408,9675,8330,8326,623,Helping Harvest,,,,Education,,"Haag, Wilderman and Blick",56:33.3,56:34.6,2.0,5,False,True,1,1,3000.0,0.075,,1,255.0,20000.0,1,6,6,6.0,88.0,1584000.0,21.66666667,528.0,1,1,225.45,225.45,,1204.5348,4.95,18.71676933,,,,,,,4590.0,1584.0,3006.0,,250000.0,0.069,0.018359999999999998
4409,4409,9679,8306,8302,557,2203 Bellevue Ave,,,,Retail - Mall & Non-Mall,2357.0,Schoen-Kutch,00:04.3,00:06.7,2.0,5,False,True,13,3944,3735.0,0.1,,13,2687360.0,18034.48276,13,4252,4252,1969.0,3233.5,185459060.0,5828.710046,24624.5,224,224,9177.822,10245.49,8515.0,17141.2,1.65,59.77113621,,,,,,,141193.88,49415.66,91778.22,,7000.0,0.085,20.17055429
4410,4410,9679,8420,8416,557,2203 Bellevue Ave,,,,Offices (Non-medical),2357.0,Schoen-Kutch,52:36.0,53:01.9,2.0,5,False,True,13,3944,3735.0,0.1,,13,2687360.0,18034.48276,13,3337,3337,1969.0,3197.5,184986020.0,5817.294521,24516.5,224,224,8705.688,9772.655999999999,,22817.79,2.28,42.82910834,,,,,,,134387.16,47330.28,87056.88,,500.0,0.063,268.77432000000005
4411,4411,9682,8307,8303,407,Priority Nissan,1.0,Auto Related,Services,Retail - Mall & Non-Mall,,"Rogahn, Corkery and Waters",43:40.0,43:41.0,2.0,5,False,True,3,3,4380.0,0.1,,3,8340.0,10000.0,3,117,117,117.0,630.0,110376000.0,68.49315068,25200.0,3,3,38578.164,42660.20136,,0.0,0.0,inf,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,110376.0,385781.64,,206.0,0.06,2408.532233
4412,4412,9682,8311,8307,407,Priority Nissan,1.0,Auto Related,Services,Retail - Mall & Non-Mall,,"Rogahn, Corkery and Waters",16:03.3,16:06.0,2.0,5,False,True,3,3,4380.0,0.1,,3,8340.0,10000.0,3,117,117,117.0,630.0,110376000.0,68.49315068,25200.0,3,3,38578.164,42660.20136,,65199.1132,1.51,65.43064662,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,110376.0,385781.64,,500.0,0.1,992.31528
4413,4413,9682,8510,8506,407,Priority Nissan,1.0,Auto Related,Services,Services,,"Rogahn, Corkery and Waters",31:22.8,31:27.4,2.0,5,False,True,3,3,4380.0,0.1,,3,8340.0,10000.0,3,117,117,117.0,630.0,110376000.0,68.49315068,25200.0,3,3,38578.164,42660.20136,,25986.7,0.61,164.1616725,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,110376.0,385781.64,,9000.0,0.085,55.12862667
4414,4414,9682,8511,8507,407,Priority Nissan,1.0,Auto Related,Services,Offices (Non-medical),,"Rogahn, Corkery and Waters",12:06.2,12:08.0,2.0,5,False,True,3,3,4380.0,0.1,,3,8340.0,10000.0,3,117,117,117.0,635.0,111444720.0,34.24657534,25444.0,3,3,38471.292,42553.32936,,70569.0,1.63,60.300315100000006,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,111444.72,384712.92,,500.0,0.1,992.31528
4415,4415,9683,8309,8305,568,Salvation Army Rockville Pike,52.0,Retail,Retail - Mall & Non-Mall,Warehouse and storage,2254.0,"Monahan, Roberts and Harvey",38:42.6,38:48.4,2.0,5,False,True,4,24,4368.0,0.14,,4,8376.0,10500.0,4,689,689,179.0,215.0,28872480.0,103.021978,6610.0,9,9,11293.55136,11293.55136,,3822.772,0.34,295.4283269,11550 Rockville Pike,North Bethesda,MD,20852.0,39.04585,-77.11304,109540.704,28872.48,80668.224,,500.0,0.0649,219.081408
4416,4416,9684,8320,8316,407,Priority Honda,1.0,Auto Related,Services,Health care - Outpatient,,"Rogahn, Corkery and Waters",21:39.1,21:43.2,2.0,5,False,True,2,3,4380.0,0.1,,2,5212.0,10000.0,2,107,107,107.0,320.0,104769600.0,34.24657534,23920.0,2,2,39611.844,43443.411060000006,,17822.0,0.41,243.76282719999998,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,104769.6,396118.44,,1000.0,0.045,500.88804000000005
4417,4417,9684,8322,8318,407,Priority Honda,1.0,Auto Related,Services,Warehouse and storage,,"Rogahn, Corkery and Waters",54:49.8,54:56.9,2.0,5,False,True,2,3,4380.0,0.1,,2,5212.0,10000.0,2,107,107,107.0,320.0,104769600.0,34.24657534,23920.0,2,2,39611.844,43443.411060000006,,65400.62,1.49,66.4266043,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,104769.6,396118.44,,500.0,0.0718,1001.7760800000001
4418,4418,9684,8512,8508,407,Priority Honda,1.0,Auto Related,Services,Services,,"Rogahn, Corkery and Waters",59:22.8,59:25.5,2.0,5,False,True,2,3,4380.0,0.1,,2,5212.0,10000.0,2,107,107,107.0,320.0,104769600.0,34.24657534,23920.0,2,2,39611.844,43443.411060000006,,26851.1,0.62,161.7937852,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,104769.6,396118.44,,500.0,0.085,1001.7760800000001
4419,4419,9684,8513,8509,407,Priority Honda,1.0,Auto Related,Services,Other,,"Rogahn, Corkery and Waters",14:56.3,14:57.9,2.0,5,False,True,2,3,4380.0,0.1,,2,5212.0,10000.0,2,107,107,107.0,315.0,106017900.0,22.83105023,24205.0,2,2,39487.013999999996,43318.581060000004,,75885.5,1.72,57.08413473,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,106017.9,394870.14,,500.0,0.09,1001.7760800000001
4420,4420,9687,8314,8310,407,1149 W 12th St,,,,Other,,"Rogahn, Corkery and Waters",43:32.7,43:34.0,2.0,5,False,True,6,32,3000.0,0.1,,6,21816.0,16250.0,6,67,67,61.0,320.0,10020000.0,116.66666670000001,3340.0,7,7,2670.9,3377.127,,0.0,0.0,inf,,,,,,,37329.0,10620.0,26709.0,,250000.0,0.1,0.149316
4421,4421,9687,8316,8312,407,1149 W 12th St,,,,Other,,"Rogahn, Corkery and Waters",41:13.7,41:17.9,2.0,5,False,True,8,32,3000.0,0.1,,8,29088.0,16250.0,8,74,74,66.0,333.2,10078800.0,133.4,3359.6,10,10,2725.02,3431.2470000000003,,26486.69,7.27,12.95460852,,,,,,,37329.0,10078.8,27250.2,,1500.0,0.122,24.886
4422,4422,9687,8354,8350,407,1149 W 12th St,,,,Other,,"Rogahn, Corkery and Waters",40:45.8,40:46.9,2.0,5,False,True,8,32,3000.0,0.1,,8,29088.0,16250.0,8,37,37,66.0,333.2,10078800.0,133.4,3359.6,10,10,2385.12,2952.7095,,16144.01,5.31,18.28981461,,,,,,,30915.0,7063.8,23851.2,,15000.0,0.961,2.061
4423,4423,9687,8355,8351,407,1149 W 12th St,,,,Other,,"Rogahn, Corkery and Waters",33:06.1,33:07.4,2.0,5,False,True,8,32,3000.0,0.1,,8,29088.0,16250.0,8,37,37,66.0,333.2,10078800.0,133.4,3359.6,10,10,339.9,478.5375,,10342.68,,4.6268230280000004,,,,,,,6414.0,3015.0,3399.0,,27.0,0.079,237.5555556
4424,4424,9688,8317,8313,573,Oakdale Baptist Church,,,,Other,,Larkin-Mitchell,39:19.9,39:21.1,2.0,5,False,True,1,32,3440.0,0.12,,1,6848.0,12750.0,1,3,4,4.0,60.0,1051200.0,11.41552511,240.0,3,4,2525.104,2525.104,,6294.4,2.42,40.11667514,585 Mocksville Hwy,Statesville,NC,28625.0,35.808075,-80.80863000000001,40290.0,8726.2,31563.8,,1500.0,0.15,26.86
4425,4425,9750,8319,8315,407,Affordable Office Interiors,52.0,Retail,Retail - Mall & Non-Mall,Other,,"Rogahn, Corkery and Waters",03:52.2,03:53.8,2.0,5,False,True,1,2,3000.0,0.1,,1,561.0,20000.0,1,100,100,100.0,150.0,45000000.0,16.66666667,15000.0,1,1,6300.0,7417.95,1500.0,31624.6,4.03,23.45626506,501 S. Gary Ave,Roselle,IL,60172.0,41.974585999999995,-88.11698,108000.0,45000.0,63000.0,,55000.0,0.085,1.963636364
4426,4426,9751,8421,8417,557,1501 Lonsdale,,,,Other,2357.0,Schoen-Kutch,18:40.8,18:42.2,2.0,5,False,True,8,1288,4447.5,0.1,,8,749248.0,21428.57143,8,869,869,268.0,1366.1,21394260.0,1771.689498,5598.4,67,67,6085.828,6681.508000000001,,17689.19,2.57,37.77170125,,,,,,,76146.78,15288.5,60858.28,,4100.0,0.0446,18.57238537
4427,4427,9753,8329,8325,407,Priority Acura,1.0,Auto Related,Services,Other,,"Rogahn, Corkery and Waters",54:12.4,54:16.6,2.0,5,False,True,4,5,4380.0,0.1,,4,11360.0,10000.0,4,124,124,124.0,940.0,95834400.0,107.3059361,21880.0,7,7,25929.6,29099.7345,,14746.0,0.51,197.33985149999998,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,345056.4,85760.4,259296.0,,9000.0,0.06,38.3396
4428,4428,9753,8334,8330,407,Priority Acura,1.0,Auto Related,Services,Other,,"Rogahn, Corkery and Waters",46:14.2,46:18.6,2.0,5,False,True,4,5,4380.0,0.1,,4,11360.0,10000.0,4,124,124,124.0,940.0,95834400.0,127.85388130000001,21880.0,7,7,25929.6,29099.7345,,19916.21,0.68,146.1108037,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,345056.4,85760.4,259296.0,,25000.0,0.069,13.802256
4429,4429,9770,8325,8321,327,JWB Realty Services (Mark Horrell),40.0,Office (General Office Types),Offices (Non-medical),Other,2249.0,"Collier, Barrows and Runolfsdottir",11:58.5,12:00.6,2.0,5,False,True,9,60,2328.0,0.15,,9,36882.0,18200.0,9,1817,1925,1925.0,277.0,154310120.0,213.338602,59076.2,12,15,23355.917999999998,23355.917999999998,750.0,117367.94,4.68,19.89974264,,,,,,,243710.0,88003.88,155706.12,,12.5,0.085,19496.8
4430,4430,9771,8333,8329,407,Woodmans - Carpentersville,52.0,Retail,Retail - Mall & Non-Mall,Offices (Non-medical),,"Rogahn, Corkery and Waters",47:45.7,47:47.5,2.0,5,False,True,5,5,4380.0,0.077,,5,15925.0,8200.0,5,42,64,64.0,655.0,40646400.0,57.07762557,9280.0,5,7,6691.2384,10597.5384,,28815.29,2.64,36.77748307,2100 S Randall Rd,Carpentersville,IL,60110.0,42.119816,-88.33846,127545.6,40646.4,86899.2,,25000.0,0.15,5.101824
4431,4431,9772,8323,8319,575,Sprung - Aspen,,,,Other,,Tillman-McGlynn,01:39.3,01:41.1,2.0,5,False,True,2,2,6552.0,0.12,,2,810.0,15000.0,2,9,9,9.0,165.0,6126120.0,15.26251526,935.0,2,2,1179.36,1179.36,,1825.0,1.53,64.62246575,,,,,,,15954.12,6126.12,9828.0,,15000.0,0.085,1.0636079999999999
4432,4432,9773,8324,8320,276,Watermark Properties,,,,Services,2239.0,Maggio Inc,10:19.6,10:21.8,2.0,5,False,True,4,16,3996.0,0.08,,4,9952.0,10000.0,4,65,65,65.0,191.0,10477512.0,37.53753754,2622.0,4,4,1720.5177600000002,1720.5177600000002,600.0,8025.0,4.37,21.43947364,121st & Elm,Broken Arrow,OK,74011.0,35.988346,-95.975945,31983.984,10477.511999999999,21506.472,,10000.0,0.069,3.1983984
4433,4433,9774,8327,8323,407,Priority Nissan Pole Replacement,1.0,Auto Related,Services,Warehouse and storage,,"Rogahn, Corkery and Waters",57:22.8,57:23.8,2.0,5,False,True,1,1,,,,1,0.0,0.0,1,6,6,6.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,,15894.0,,0.0,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,0.0,0.0,0.0,,500.0,0.085,0.0
4434,4434,9774,8328,8324,407,Priority Nissan Pole Replacement,1.0,Auto Related,Services,Education,,"Rogahn, Corkery and Waters",36:54.9,36:56.3,2.0,5,False,True,1,1,,,,1,0.0,0.0,1,6,6,6.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,,15894.0,,0.0,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,0.0,0.0,0.0,,5198.0,0.085,0.0
4435,4435,9774,8526,8522,407,Priority Nissan Pole Replacement,1.0,Auto Related,Services,Services,,"Rogahn, Corkery and Waters",46:33.3,46:36.2,2.0,5,False,True,1,1,,,,1,0.0,0.0,1,6,6,6.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,,9450.0,,0.0,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,0.0,0.0,0.0,,10000.0,0.07,0.0
4436,4436,9775,8332,8328,877,Hope Church,,,,Religious worship,,"Rowe, Anderson and Tromp",13:44.6,13:45.6,2.0,5,False,True,2,2,2500.0,0.085,,2,358.0,20000.0,2,41,41,41.0,75.0,4075000.0,52.0,1630.0,2,2,665.3375,730.744475,,6599.9980000000005,7.92,11.07188934,,,,,,,11902.5,4075.0,7827.5,,20000.0,0.052000000000000005,0.595125
4437,4437,9776,8394,8390,552,8521 198a St Langley,,,,Other,,"Reynolds, Pfeffer and Gottlieb",16:49.3,16:50.6,2.0,5,False,True,6,190,8760.0,0.0958,,6,59850.0,22000.0,6,5624,5624,1638.0,828.0,322757820.0,216.8949772,36844.5,39,39,39842.239010000005,47555.273010000004,39044.2,117132.6,2.4,40.5995197,,,,,,,628731.48,212841.72,415889.76,,500.0,0.122,1257.46296
4438,4438,9777,8335,8331,102,Advantage Outfitters,,,,Other,2249.0,"Collier, Stroman and Auer",50:01.7,50:03.3,2.0,5,False,True,6,77,2340.0,0.18,,6,55770.0,18571.42857,6,325,325,124.0,500.0,8845200.0,256.41025640000004,3780.0,24,24,3032.64,3032.64,3348.0,6441.12,2.08,47.08249497,107 E Hawthorne Ave,Valley Stream,NY,11580.0,40.659775,-73.695114,25693.2,8845.2,16848.0,,700.0,0.079,36.70457143
4439,4439,9781,8434,8430,581,Pannier Building 3,,,,Retail - Mall & Non-Mall,2239.0,"Harvey, Kozey and Schuster",00:07.7,00:09.6,2.0,5,False,True,4,91,2860.0,0.114,,4,50484.0,14846.15385,4,18,18,39.0,438.0,17734860.0,72.72727273,6201.0,6,6,3132.5923199999997,5683.638913000001,,14661.023680000002,2.51,38.76699908,1130 Butler Plank Rd,Glenshaw,PA,15116.0,40.523438,-79.9461,46128.94,18650.06,27478.88,,96000.0,0.085,0.48050979200000005
4440,4440,9783,8336,8332,844,Bayliner,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Offices (Non-medical),,"Homenick, Moen and Mante",51:31.0,51:33.2,2.0,5,False,True,5,120,2476.0,0.08,,5,76700.0,25000.0,5,1923,1923,368.0,900.0,106131600.0,193.8976162,33450.0,12,12,14363.3472,14631.25615,,14656.17377,1.0,99.82998546,18001 E. Euclid Ave.,Spokane Valley,WA,99216.0,47.68732,-117.16372,314315.04,134773.2,179541.84,,500.0,0.063,628.63008
4441,4441,9783,8338,8334,844,Bayliner,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Retail - Mall & Non-Mall,,"Homenick, Moen and Mante",00:56.4,01:01.8,2.0,5,False,True,5,120,2476.0,0.08,,5,76700.0,25000.0,5,1923,1923,368.0,1110.0,112037580.0,218.1119745,44055.0,12,12,13890.8688,14149.96496,,65883.54506,4.42,21.47723676,18001 E. Euclid Ave.,Spokane Valley,WA,99216.0,47.68732,-117.16372,314315.04,140679.18,173635.86,,1177.5,0.1,266.93421659999996
4442,4442,9785,8377,8373,623,Haroldon Court: LED Energy Savings Proposal,,,,Other,,"Haag, Wilderman and Blick",02:19.6,02:23.7,2.0,5,False,True,8,9522,2380.0,0.1,,8,4741128.0,13782.6087,8,3273,3274,710.0,233.5,33151904.0,379.74445910000003,4033.5,30,31,3555.7472,3555.7472,,1110.48,0.31,320.1991211,,,,,,,59763.14,24205.667999999998,35557.472,,5000.0,0.085,11.952628
4443,4443,9785,8397,8393,623,Haroldon Court: LED Energy Savings Proposal,,,,Warehouse and storage,,"Haag, Wilderman and Blick",02:16.1,02:19.5,2.0,5,False,True,9,9522,2380.0,0.1,,9,5333769.0,13782.6087,9,3313,3314,730.0,259.0,35344796.0,407.1913521,4292.5,32,33,3477.0568,3477.0568,,2054.3320000000003,0.59,169.2548624,,,,,,,59763.14,24992.572,34770.568,,64.0,0.0,933.7990625
4444,4444,9785,8428,8424,623,Haroldon Court: LED Energy Savings Proposal,,,,Warehouse and storage,,"Haag, Wilderman and Blick",02:10.7,02:16.0,2.0,5,False,True,8,9522,2380.0,0.1,,8,4741128.0,13782.6087,8,3369,3369,721.0,443.0,33173580.0,4640.458745,4457.5,36,36,3575.7528,3575.7528,375.0,1143.32,0.32,312.75170560000004,,,,,,,59763.14,24005.612,35757.528,,9000.0,0.052000000000000005,6.640348889
4445,4445,9785,8444,8440,623,Haroldon Court: LED Energy Savings Proposal,,,,Other,,"Haag, Wilderman and Blick",02:06.1,02:10.6,2.0,5,False,True,8,9522,2380.0,0.1,,8,4741128.0,13782.6087,8,3409,3409,741.0,462.0,35365800.0,4667.905638,4703.5,37,37,3496.4472,3496.4472,375.0,2176.86,0.62,160.61883630000003,,,,,,,59763.14,24798.667999999998,34964.472,,41000.0,0.122,1.4576375609999999
4446,4446,9785,8911,8907,623,Haroldon Court: LED Energy Savings Proposal,,,,Education,,"Haag, Wilderman and Blick",00:16.5,00:28.1,2.0,5,False,True,8,9522,2380.0,0.1,,8,4741128.0,13782.6087,8,3305,3305,725.0,174.5,33742760.0,104.5016875,3861.5,32,32,3803.4688,3825.9438,765.0,477.56,0.12,801.1441075,,,,,,,59763.14,21728.452,38034.687999999995,,1800.0,0.07,33.20174444
4447,4447,9786,8340,8336,488,AJ SACKETT - REVISED 2020.8.21,41.0,Office/Retail,Offices (Non-medical),Other,,Conn-Nienow,07:54.0,08:10.4,2.0,5,False,True,9,385,2200.0,0.1244,,9,364455.0,18272.72727,9,647,653,133.0,1557.7,9806280.0,1409.090909,4457.4,46,47,1944.934288,1944.934288,,4930.0,2.46,39.45099976,AJ SACKETT,BALTIMORE,MD,21224.0,39.296535,-76.62349,23260.6,7626.08,15634.52,,250000.0,0.06,0.0930424
4448,4448,9787,8344,8340,474,"S&S Birmingham, AL",,,,Services,,Rogahn and Sons,06:01.7,06:02.8,2.0,5,False,True,10,70,,,,10,96530.0,27000.0,10,297,299,193.0,820.0,0.0,0.0,14480.0,12,13,0.0,0.0,,16045.0,,0.0,2828 Messer Airport Hwy,Birmingham,AL,35203.0,33.524370000000005,-86.79661,0.0,0.0,0.0,,5000.0,0.085,0.0
4449,4449,9788,8345,8341,844,Harbor Freight,52.0,Retail,Retail - Mall & Non-Mall,Services,,"Homenick, Moen and Mante",04:55.8,04:58.5,2.0,5,False,True,3,20,3900.0,0.08,,3,5730.0,20000.0,3,507,507,177.0,324.0,38727000.0,102.5641026,9930.0,8,8,5094.024,4397.886667,,6349.695686,1.43,69.26137699,410 W. Neider Ave.,Coeur d'Alene,ID,83815.0,47.705856,-116.79373999999999,101817.3,38142.0,63675.3,,1000.0,0.085,101.8173
4450,4450,9790,8352,8348,276,Best Western Locust Grove,,,,Services,2239.0,Maggio Inc,19:02.2,19:03.7,2.0,5,False,True,4,336,4498.0,0.08,,4,121968.0,10000.0,4,357,357,112.0,1722.0,17819880.0,3389.4230770000004,4968.0,38,38,1183.07904,1183.07904,560.0,5027.0,4.01,23.53449453,,,,,,,35948.692,21160.203999999998,14788.488000000001,,8000.0,0.1,4.4935865
4451,4451,9794,8951,8947,276,RCIDA Office Claremore,,,,Services,2239.0,Maggio Inc,13:20.6,13:23.1,2.0,5,False,True,5,56,,,,5,21920.0,8714.285714,5,249,249,121.0,423.0,0.0,0.0,4473.0,15,15,0.0,0.0,,6319.0,,0.0,,,,,,,0.0,0.0,0.0,,18750.0,0.063,0.0
4452,4452,9796,8350,8346,474,"Best One Tire 1118 Menzler Rd, Nashville",,,,Services,,Rogahn and Sons,51:49.2,51:50.6,2.0,5,False,True,13,25,3172.0,0.1418,,13,23634.0,12960.0,13,1040,2760,2760.0,414.0,154907792.0,78.81462799,48836.0,13,28,7461.109885,7461.109885,,35183.0625,5.63,21.20653904,1118 Menzler Rd.,Nashville,TN,37210.0,36.139065,-86.735886,207524.928,154907.792,52617.136,,1748.96,0.085,118.65618880000001
4453,4453,9797,8403,8399,474,"S&S Tire 1118 Menzler Rd, Nashville",,,,Warehouse and storage,,Rogahn and Sons,57:14.1,57:15.5,2.0,5,False,True,16,23,3484.0,0.1418,,16,25504.0,9695.652173999999,16,757,1921,1921.0,478.0,132454712.0,74.62686567,38018.0,16,28,5326.6443979999995,5326.6443979999995,,25209.17125,4.95,21.12978783,1118 Menzler Rd.,Nashville,TN,37210.0,36.139065,-86.735886,170019.2,132454.712,37564.488,,700.0,0.0649,242.88457140000003
4454,4454,9798,8349,8345,347,Magic Mall - OUC,,,,Retail - Mall & Non-Mall,,Upton LLC,20:53.4,20:55.0,2.0,5,False,True,4,64,3106.666667,0.0938,,4,62592.0,10250.0,4,900,1,67.0,30298.0,124903200.0,57.93483533,37312.0,903,4,15866.739,15866.739,,39936.25,2.44,39.73016745,2155 W. Colonial Dr.,Orlando,FL,32804.0,28.554197,-81.40874000000001,263655.0,94500.0,169155.0,,15000.0,0.07,17.577
4455,4455,9805,8353,8349,318,McFarland Eye Care,,,,Retail - Mall & Non-Mall,2251.0,Abernathy Inc,53:58.9,54:01.0,2.0,5,False,True,10,370,3386.0,0.08,,10,211640.0,14300.0,10,1664,1808,227.0,1361.0,18282707.0,875.6645009,5399.5,44,50,2778.8224800000003,2778.8224800000003,5775.6,8296.318738,2.88,33.49464465,,,,,,,53017.988,18282.707,34735.281,,22.0,0.085,2409.908545
4456,4456,9807,8367,8363,552,Devonshire Properties - Beach Towers,,,,Education,,"Reynolds, Pfeffer and Gottlieb",05:45.0,06:02.8,2.0,5,False,True,12,13500,3402.777778,0.0958,,12,9765360.0,16160.0,12,25835,25835,4375.0,3829.0,374081767.0,5709.995454999999,52155.0,314,314,18573.47331,21743.95603,,102234.26,4.41,21.26875671,,,,,,,358840.859,164963.267,193877.592,,14100.0,0.1,25.44970631
4457,4457,9807,8379,8375,552,Devonshire Properties - Beach Towers,,,,Lodging,,"Reynolds, Pfeffer and Gottlieb",19:53.7,20:11.2,2.0,5,False,True,13,13500,3402.777778,0.0958,,13,10579140.0,16160.0,13,23807,23807,3717.0,2938.5,264818307.0,4784.1536670000005,37743.0,267,267,21270.449480000003,24440.93219,10106.0,101568.576,3.93,24.06347825,,,,,,,358840.859,136811.115,222029.74399999998,,1000.0,0.961,358.84085899999997
4458,4458,9810,8360,8356,416,Stow Glen Retirement Village,,,,Health care - Outpatient,2249.0,Hermiston Group,20:45.8,20:54.5,2.0,5,False,True,1,810,5420.0,0.115,,1,159246.0,7600.0,1,1208,1208,344.0,480.0,78134400.0,201.82648400000002,10320.0,16,16,54484.0422,60984.8072,,92225.0,1.54,66.12611244,4285 Kent Rd,Stow,OH,44224.0,41.157207,-81.40815,631733.58,157959.3,473774.28,,10000.0,0.052000000000000005,63.17335799999999
4459,4459,9814,8362,8358,416,AutoGate,,,,Other,2249.0,Hermiston Group,18:35.8,18:44.1,2.0,5,False,True,9,54,5400.0,0.15,,9,87966.0,12222.22222,9,270,1040,372.0,417.0,43837200.0,183.33333330000002,8118.0,16,53,8952.93,10288.98,,6755.714286,0.66,152.3004018,7306 Driver Rd,Berlin Heights,OH,44814.0,41.353134000000004,-82.49211,103523.4,43837.2,59686.2,,805.0,0.8,128.6004969
